,stop_from_name,stop_to_name,route_type,weight
317725,Hřebeč,"Hřebeč,Netřeby",3,60
317740,Hřebeč,"Hřebeč,základní škola",3,10
317742,Hřebeč,"Kladno,Pražská křiž.",3,189
317788,Hřebeč,"Lidice,ObÚ",3,15
317791,"Hřebeč,Netřeby",Dolany,3,60
317806,"Hřebeč,Netřeby",Hřebeč,3,55
317820,"Hřebeč,základní škola",Hřebeč,3,20
317824,"Hřebeč,základní škola","Velké Přítočno,ObÚ",3,10
317826,Hřebečníky,Hracholusky,3,38
317838,Hřebečníky,"Hřebečníky,Týřovice",3,41
317849,"Hřebečníky,Týřovice",Hřebečníky,3,38
317861,"Hřebečníky,Týřovice","Nezabudice,U Rozvědčíka",3,9
317864,"Hřebečníky,Týřovice","Skryje,u mostu",3,45
317877,"Hřebečníky,Újezdec,rozc.","Hracholusky,rozc.Novosedly",3,36
317887,"Hřebečníky,Újezdec,rozc.",Hřebečníky,3,5
317888,"Hřebečníky,Újezdec,rozc.","Slabce,pošta",3,38
317900,Hředle,"Bavoryně,rozc.",3,5
317901,Hředle,Chlustina,3,14
317905,Hředle,"Chlustina,rest.",3,20
317909,Hředle,"Hředle,pod Džbánem",3,45
317918,Hředle,Krupá,3,50
317928,Hředle,"Krupá,Šustna",3,103
317951,Hředle,"Mutějovice,Na Příči",3,118
317977,Hředle,"Zdice,autoservis",3,44
317987,"Hředle,pod Džbánem",Hředle,3,50
317997,"Hředle,pod Džbánem","Třeboc,Džbán",3,50
318007,Hřiměždice,"Hřiměždice,Háje",3,35
318014,Hřiměždice,"Hřiměždice,Vestec,kaplička",3,45
318023,"Hřiměždice,Háje",Hřiměždice,3,40
318031,"Hřiměždice,Háje","Nečín,Lipiny",3,35
318038,"Hřiměždice,Vestec","Hřiměždice,Vestec,kaplička",3,35
318045,"Hřiměždice,Vestec","Obory,samoty",3,20
318049,"Hřiměždice,Vestec,kaplička",Hřiměždice,3,35
318056,"Hřiměždice,Vestec,kaplička","Hřiměždice,Vestec",3,45
318065,"Hřiměždice,Vestec,rozc.","Obory,samoty",3,78
318083,"Hřiměždice,Vestec,rozc.","Svatý Jan,Hrachov,Vestecký most",3,78
318101,Hřivice,Konětopy,2,88
318122,Hřivice,Touchovice u Loun,2,98
318143,Hřivno,Kropáčova Vrutice,2,147
318178,Hřivno,Zdětín u Chotětova,2,145
318215,Hříbková,Křeslice,3,919
318430,Hříbková,Nové Pitkovice,3,955
318691,Hůrka,Archeologická,3,63
318700,Hůrka,Bucharova,3,63
318709,Hůrka,Kodymova,3,213
318760,Hůrka,Lužiny,1,1737
319235,Hůrka,Nové Butovice,1,1714
319699,Hůrka,Poliklinika Lípa,3,218
319753,"Hůrky,rozc.3.0",Dobřív,3,56
319766,"Hůrky,rozc.3.0","Dobřív,Pavlovsko",3,56
319778,I. P. Pavlova,Bruselská,0,2176
320374,I. P. Pavlova,Dětská nemocnice Karlov,3,368
320465,I. P. Pavlova,Hlavní nádraží,3,35
320472,I. P. Pavlova,Jedličkův ústav,3,35
320479,I. P. Pavlova,Muzeum,0,1406
320840,I. P. Pavlova,Muzeum,3,224
320880,I. P. Pavlova,Muzeum,1,2025
321409,I. P. Pavlova,Na Veselí,3,63
321418,I. P. Pavlova,Náměstí Míru,0,8324
323419,I. P. Pavlova,Ve Smečkách,3,126
323438,I. P. Pavlova,Vyšehrad,3,189
323469,I. P. Pavlova,Vyšehrad,1,2025
323982,I. P. Pavlova,Štěpánská,0,8639
326084,IKEM,Libeř,3,20
326088,IKEM,Nemocnice Krč,3,684
326249,IKEM,U Tří svatých,3,602
326385,IKEM,Zelené domky,3,894
326610,IKEM,Ústav mateřství,3,1707
327046,IKEM,Ústavy Akademie věd,3,876
327274,Invalidovna,Křižíkova,1,1805
327807,Invalidovna,Palmovka,0,3648
328678,Invalidovna,Palmovka,1,1798
329202,Invalidovna,Urxova,0,3340
329997,Italská,Muzeum,0,1399
330360,Italská,Vinohradská tržnice,0,1406
330722,Ivančická,Avia Letňany,3,1953
331216,Jabkenice,"Jabkenice,křižovatka",3,67
331232,Jabkenice,Pěčice,3,62
331247,"Jabkenice,hájovna","Charvatce,Květník",3,40
331255,"Jabkenice,hájovna","Mcely,Háje",3,35
331262,"Jabkenice,křižovatka","Charvatce,Květník",3,62
331277,"Jabkenice,křižovatka","Charvatce,na pile",3,5
331278,"Jabkenice,křižovatka",Jabkenice,3,62
331293,"Jabkenice,rozc.Charvatce","Charvatce,Květník",3,35
331300,"Jabkenice,rozc.Charvatce","Charvatce,na pile",3,45
331309,"Jablonec n.Jiz.,nám.","Rokytnice n.Jiz.,host.",3,7
331311,"Jablonec n.Jiz.,nám.","Vysoké n.Jiz.,Sklenařice,host.Mexiko",3,7
331313,"Jablonné v Podj.,Postřelná,hl.sil.","Jablonné v Podj.,autoservis",3,10
331315,"Jablonné v Podj.,Postřelná,hl.sil.","Stráž p.Ralskem,vlečka",3,10
331317,"Jablonné v Podj.,autoservis","Jablonné v Podj.,Postřelná,hl.sil.",3,10
331319,"Jablonné v Podj.,autoservis","Jablonné v Podj.,žel.st.",3,10
331321,"Jablonné v Podj.,žel.st.","Jablonné v Podj.,autoservis",3,10
331323,Jahodnice,Hostavice,3,1006
331568,Jahodnice,Lomnická,3,816
331755,Jahodnice,Sídliště Jahodnice,3,1851
332200,Jahodnice II,Sídliště Jahodnice,3,10
332202,Jakobiho,Horčičkova,3,2201
332851,Jakobiho,Sídliště Petrovice,3,2156
333415,Jalodvorská,Chýnovská,3,35
333425,Jalodvorská,Tempo,3,1026
333668,Jalodvorská,U Zvoničky,3,1031
333913,Jana Masaryka,Krymská,3,1290
334215,Jana Masaryka,Krymská,0,5704
335560,Jana Masaryka,Náměstí Míru,3,1312
335861,Jana Masaryka,Náměstí Míru,0,5318
337130,Jankov,"Jankov,pivovar",3,117
337157,Jankov,"Ratměřice,Habrovka",3,97
337180,Jankov,"Ratměřice,Skrýšov",3,15
337183,"Jankov,Bedřichovice","Jankov,Čestín",3,15
337186,"Jankov,Jankovská Lhota","Jankov,Malostranská",3,25
337191,"Jankov,Jankovská Lhota","Jankov,pivovar",3,25
337196,"Jankov,Jitra","Jankov,Malostranská",3,34
337204,"Jankov,Jitra","Jankov,Pičín",3,34
337212,"Jankov,Malostranská","Jankov,Jankovská Lhota",3,25
337217,"Jankov,Malostranská","Jankov,Jitra",3,34
337225,"Jankov,Malostranská","Jankov,pivovar",3,9
337228,"Jankov,Nosákov","Jankov,Odlochovice",3,5
337229,"Jankov,Nosákov","Ratměřice,u hřiště",3,5
337230,"Jankov,Odlochovice","Jankov,Nosákov",3,5
337231,"Jankov,Odlochovice","Ratměřice,u hřiště",3,29
337238,"Jankov,Otradovice","Jankov,pivovar",3,83
337257,"Jankov,Otradovice","Neustupov,Broumovice",3,20
337261,"Jankov,Otradovice","Votice,Otradovice",3,63
337276,"Jankov,Pičín","Jankov,Jitra",3,34
337284,"Jankov,Pičín","Popovice,Kondratice,rozc.",3,34
337292,"Jankov,pivovar",Jankov,3,117
337319,"Jankov,pivovar","Jankov,Jankovská Lhota",3,25
337324,"Jankov,pivovar","Jankov,Malostranská",3,9
337327,"Jankov,pivovar","Jankov,Otradovice",3,83
337346,"Jankov,Čestín","Jankov,Bedřichovice",3,15
337349,"Jankov,Čestín","Ratměřice,Skrýšov",3,15
337352,Jankovcova,Argentinská,3,126
337372,Jankovcova,Kuchyňka,3,852
337576,Jankovcova,Nádraží Holešovice,3,702
337760,Jankovcova,Pelc Tyrolka,3,348
337845,Jankovcova,U Vody,3,145
337874,Janov,"Kounov,rozc.",3,25
337879,Janov,Svojetín,3,25
337884,Janov u Rakovníka,Kounov,2,78
337901,Janov u Rakovníka,Svojetín,2,78
337920,Janovská,Na Křečku,3,1123
338207,Janovská,Sídliště Petrovice,3,1131
338519,Jarníkova,Chodov,3,676
338697,Jarníkova,Na Jelenách,3,711
338880,Jarpice,"Vraný,Horní Kamenice",3,30
338886,Jarpice,"Šlapanice,Budeničky",3,35
338893,Jarpice,"Šlapanice,dvůr",3,53
338906,Javorník,"Javorník,u mostu",3,77
338925,"Javorník,u mostu",Chlum,3,41
338935,"Javorník,u mostu",Javorník,3,77
338954,"Javorník,u mostu","Trhový Štěpánov,žel.st.",3,36
338963,Jedličkův ústav,I. P. Pavlova,3,35
338970,Jedličkův ústav,Pražského povstání,3,35
338977,Jedlá,Bělá,3,15
338980,Jedlá,Chřenovice,3,15
338983,Jedlá,"Jedlá,Horečky",3,30
338989,"Jedlá,Horečky",Jedlá,3,30
338995,"Jedlá,Horečky","Ledeč n.Sáz.,Souboř",3,30
339001,Jedomělice,"Jedomělice,u hřiště",3,83
339020,Jedomělice,"Libovice,Kejkol",3,88
339040,"Jedomělice,u hřiště",Jedomělice,3,88
339060,"Jedomělice,u hřiště","Malíkovice,Hvězda,rozc.",3,83
339079,Jemnická,Hadovitá,3,3519
340001,Jemnická,Pod Dálnicí,3,1665
340421,Jemnická,Vyskočilova,3,685
340597,Jemníky,Knovíz,3,212
340644,Jemníky,"Pchery,rozc.Jemníky",3,198
340692,"Jemníky,křiž. Knovíz",Dědina,3,118
340718,"Jemníky,křiž. Knovíz",Knovíz,3,120
340748,"Jemníky,křiž. Knovíz","Slaný,odb.Drnov",3,370
340825,"Jemníky,křiž. Knovíz",U Hangáru,3,150
340857,"Jemníky,na Mašině",Knovíz,3,55
340868,"Jemníky,na Mašině","Slaný,Netovice",3,55
340879,Jenerálka,Bořislavka,3,1198
341160,Jenerálka,Korek,3,161
341200,Jenerálka,Nad Habrovkou,3,580
341344,Jenerálka,Průhonský háj,3,10
341346,Jenerálka,Pučálka,3,597
341484,Jeneč,"Hostivice,Jeneček",3,284
341551,Jeneč,"Hostivice,Ve Vilkách",3,269
341614,Jeneč,"Jeneč,Komerční zóna",3,15
341617,Jeneč,"Jeneč,vysílací středisko",3,362
341702,Jeneč,Jeneček odbočka,2,277
341753,Jeneč,Pavlov,2,271
341805,Jeneč zast.,Jeneček vhb.č.6,2,74
341826,Jeneč zast.,"km 26,100 +0,020",2,69
341845,"Jeneč,Komerční zóna","Dobrovíz,Komerční zóna",3,20
341849,"Jeneč,Komerční zóna","Hostouň,u hřiště",3,30
341855,"Jeneč,Komerční zóna","Jeneč,Lidická",3,25
341860,"Jeneč,Komerční zóna","Jeneč,Nádraží",3,64
341877,"Jeneč,Komerční zóna","Jeneč,vysílací středisko",3,49
341888,"Jeneč,Komerční zóna","Pavlov,žel.zast.",3,40
341896,"Jeneč,Komerční zóna","Unhošť,Nám.",3,10
341901,"Jeneč,Lidická","Dobrovíz,Komerční zóna",3,35
341908,"Jeneč,Lidická",Jeneč,3,332
341986,"Jeneč,Lidická","Jeneč,Nádraží",3,21
341992,"Jeneč,Nádraží","Dobrovíz,Komerční zóna",3,60
342007,"Jeneč,Nádraží","Hostouň,u hřiště",3,30
342016,"Jeneč,Nádraží","Jeneč,Komerční zóna",3,69
342034,"Jeneč,Nádraží","Jeneč,Lidická",3,21
342040,"Jeneč,vysílací středisko",Jeneč,3,299
342110,"Jeneč,vysílací středisko","Jeneč,Komerční zóna",3,54
342122,"Jeneč,vysílací středisko","Jeneč,Lidická",3,58
342136,"Jeneč,vysílací středisko","Unhošť,Nám.",3,299
342206,Jeneček odbočka,Hostivice,2,442
342294,Jeneček odbočka,Jeneč,2,271
342346,Jeneček odbočka,Jeneček vhb.č.5,2,86
342361,Jeneček odbočka,"km 0,100 +0,033",2,69
342380,Jeneček vhb.č.5,Hostivice-U hřbitova,2,86
342395,Jeneček vhb.č.5,Jeneček odbočka,2,91
342411,Jeneček vhb.č.6,Jeneč zast.,2,69
342430,Jeneček vhb.č.6,"km 0,100 +0,033",2,74
342451,Jenštejn,Dřevčice,3,195
342500,Jenštejn,"Jenštejn,Domov seniorů",3,178
342544,Jenštejn,"Jenštejn,Hradní",3,172
342585,Jenštejn,"Přezletice,Kocanda",3,5
342586,Jenštejn,Radonice,3,195
342633,Jenštejn,"Radonice,Spojovací",3,11
342637,"Jenštejn,Dehtáry","Radonice,Spojovací",3,58
342651,"Jenštejn,Dehtáry",Svémyslice,3,63
342666,"Jenštejn,Domov seniorů",Jenštejn,3,178
342710,"Jenštejn,Domov seniorů",Vinoř,3,178
342754,"Jenštejn,Hradní",Jenštejn,3,172
342795,Jesenice,"Jesenice,Belnická",3,337
342869,Jesenice,"Jesenice,Bytovky",3,933
343083,Jesenice,"Jesenice,Doublovičky",3,56
343096,Jesenice,"Jesenice,Horní Jirčany",3,383
343191,Jesenice,"Jesenice,Martinice",3,10
343193,Jesenice,"Jesenice,Mezné",3,20
343197,Jesenice,Kosobody,2,100
343218,Jesenice,Krty,2,90
343238,Jesenice,Lahovice,3,45
343247,Jesenice,"Nedrahovice,rozc.",3,61
343261,Jesenice,"Psáry,Dolní Jirčany",3,378
343337,Jesenice,"Zlatníky-Hodkovice,Náves",3,40
343345,"Jesenice,Belnická",Jesenice,3,357
343422,"Jesenice,Belnická","Jesenice,Kocanda",3,127
343454,"Jesenice,Belnická","Jesenice,Zdiměřice,Canadian School",3,5
343455,"Jesenice,Boudy","Jesenice,Martinice",3,10
343457,"Jesenice,Boudy","Sedlec-Prčice,Malkovice",3,10
343459,"Jesenice,Bytovky",Jesenice,3,921
343662,"Jesenice,Bytovky","Vestec,Šátalka",3,933
343876,"Jesenice,Chotěšov","Hořovičky,Bukov",3,10
343878,"Jesenice,Chotěšov","Jesenice,u hřbitova",3,30
343884,"Jesenice,Dobrošovice","Jesenice,Doublovičky",3,56
343897,"Jesenice,Dobrošovice","Sedlec-Prčice,Měšetice",3,56
343910,"Jesenice,Doublovičky",Jesenice,3,56
343923,"Jesenice,Doublovičky","Jesenice,Dobrošovice",3,56
343936,"Jesenice,Horní Jirčany",Jesenice,3,378
344035,"Jesenice,Horní Jirčany","Jesenice,Horní Jirčany,Vodárna",3,383
344130,"Jesenice,Horní Jirčany,Vodárna","Jesenice,Horní Jirčany",3,378
344229,"Jesenice,Horní Jirčany,Vodárna","Sulice,Hlubočinka,Obchodní centrum",3,383
344324,"Jesenice,Kocanda","Jesenice,Belnická",3,132
344356,"Jesenice,Kocanda","Jesenice,Osnice,Hřbitov",3,305
344434,"Jesenice,Kocanda","Jesenice,Zdiměřice,Canadian School",3,183
344482,"Jesenice,Martinice",Jesenice,3,10
344484,"Jesenice,Martinice","Jesenice,Boudy",3,10
344486,"Jesenice,Mezné",Jesenice,3,20
344490,"Jesenice,Mezné","Nedrahovice,Radeč",3,20
344494,"Jesenice,Osnice","Jesenice,Osnice,Hřbitov",3,260
344563,"Jesenice,Osnice,Hřbitov","Dobřejovice,Jesenická",3,45
344572,"Jesenice,Osnice,Hřbitov",Herink,3,15
344575,"Jesenice,Osnice,Hřbitov","Jesenice,Kocanda",3,315
344655,"Jesenice,Osnice,Hřbitov","Jesenice,Osnice",3,245
344721,"Jesenice,Podbořánky","Jesenice,Tlestky",3,50
344731,"Jesenice,Podbořánky",Žďár,3,40
344739,"Jesenice,Tlestky",Drahouš,3,50
344749,"Jesenice,Tlestky","Jesenice,Podbořánky",3,40
344757,"Jesenice,Tlestky",Žďár,3,10
344759,"Jesenice,Zdiměřice,Canadian School","Jesenice,Belnická",3,5
344760,"Jesenice,Zdiměřice,Canadian School","Jesenice,Kocanda",3,178
344806,"Jesenice,Zdiměřice,Canadian School","Jesenice,Zdiměřice,u rybníka",3,188
344855,"Jesenice,Zdiměřice,Sportovní areál",Drazdecká,3,531
344984,"Jesenice,Zdiměřice,Sportovní areál","Jesenice,Zdiměřice,bytovky",3,178
345030,"Jesenice,Zdiměřice,Sportovní areál","Vestec,U vodárny",3,346
345110,"Jesenice,Zdiměřice,bytovky","Jesenice,Zdiměřice,Sportovní areál",3,183
345158,"Jesenice,Zdiměřice,bytovky","Jesenice,Zdiměřice,u rybníka",3,183
345205,"Jesenice,Zdiměřice,u rybníka","Jesenice,Zdiměřice,Canadian School",3,183
345252,"Jesenice,Zdiměřice,u rybníka","Jesenice,Zdiměřice,bytovky",3,188
345301,"Jesenice,nám.","Jesenice,u hřbitova",3,30
345307,"Jesenice,nám.","Jesenice,žel.st.",3,40
345315,"Jesenice,nám.",Oráčov,3,25
345320,"Jesenice,u hřbitova","Hořovičky,Bukov",3,20
345324,"Jesenice,u hřbitova","Jesenice,Chotěšov",3,10
345326,"Jesenice,u hřbitova","Jesenice,nám.",3,30
345332,"Jesenice,žel.st.",Drahouš,3,40
345340,"Jesenice,žel.st.","Jesenice,Tlestky",3,10
345342,"Jesenice,žel.st.","Jesenice,nám.",3,40
345350,Jesenická,Poliklinika Zahradní Město,3,752
345538,Jesenická,U Lípy,3,361
345630,Jesenická,V Korytech,3,693
345815,Jesenická,Želivecká,3,1080
346089,Jestřabí Lhota,Dobšice,3,61
346105,Jestřabí Lhota,Sány,3,55
346116,Jestřabí Lhota,Volárna,3,143
346148,"Jestřabí v Krk.,Křížlice,host.","Jestřabí v Krk.,Křížlice,myslivna",3,6
346151,"Jestřabí v Krk.,Křížlice,host.","Vítkovice,SEBA",3,11
346155,"Jestřabí v Krk.,Křížlice,myslivna","Benecko,Dolní Štěpanice,host.u Šmídů",3,6
346158,"Jestřabí v Krk.,Křížlice,myslivna","Jestřabí v Krk.,Křížlice,host.",3,11
346162,Jestřebí,Srní u České Lípy,2,133
346195,Jestřebí,Staré Splavy,2,128
346228,"Jestřebí,Podolec","Chlum,hl.sil.",3,108
346258,"Jestřebí,Podolec","Jestřebí,Újezd",3,108
346287,"Jestřebí,křiž.","Jestřebí,Újezd",3,108
346317,"Jestřebí,křiž.","Zahrádky,křiž.",3,108
346346,"Jestřebí,Újezd","Jestřebí,Podolec",3,108
346376,"Jestřebí,Újezd","Jestřebí,křiž.",3,108
346405,Jevany,"Jevany,Penčice",3,61
346420,Jevany,"Jevany,Spojovací",3,143
346458,Jevany,"Jevany,Černokostelecká",3,51
346472,Jevany,Konojedy,3,94
346498,"Jevany,Bohumil","Jevany,Smrčiny",3,30
346504,"Jevany,Bohumil","Kostelec n.Č.l.,Jevanská",3,25
346509,"Jevany,Lesní podnik","Jevany,Smrčiny",3,51
346523,"Jevany,Lesní podnik","Jevany,Černokostelecká",3,58
346538,"Jevany,Penčice",Jevany,3,56
346553,"Jevany,Penčice","Černé Voděrady,Chaloupky",3,61
346568,"Jevany,Smrčiny","Jevany,Bohumil",3,25
346573,"Jevany,Smrčiny","Jevany,Lesní podnik",3,58
346588,"Jevany,Smrčiny","Kostelec n.Č.l.,Jevanská",3,26
346597,"Jevany,Spojovací",Jevany,3,134
346631,"Jevany,Spojovací","Vyžlovka,hotel Praha",3,143
346669,"Jevany,Černokostelecká",Jevany,3,58
346684,"Jevany,Černokostelecká","Jevany,Lesní podnik",3,51
346698,Jeviněves,"Kralupy n.Vlt.,Lobeček,Rozc.",3,136
346726,Jeviněves,"Nová Ves,Rozc.",3,30
346732,Jeviněves,Spomyšl,3,45
346741,Jeviněves,Černouček,3,181
346782,Jezerka,Kloboučnická,3,699
346958,Jezerka,Sdružení,3,705
347145,Jeřická,Khodlova,3,1071
347398,Jeřická,Sportovní centrum Horní Počernice,3,1071
347634,"Jeřmanice,hl.sil.","Hodkovice n.Mohelkou,aut.nádr.",3,5
347635,Ješetice,Heřmaničky,2,192
347676,Ješetice,"Ješetice,Radíč",3,40
347684,Ješetice,Červený Újezd u Votic,2,192
347720,"Ješetice,Radíč","Ješetice,žel.st.",3,40
347728,"Ješetice,žel.st.",Ješetice,3,40
347736,"Ješetice,žel.st.","Červený Újezd,Zátiší",3,25
347741,"Ješetice,žel.st.","Červený Újezd,rozc.Řikov",3,25
347746,"Ježená,rozc.","Dušejov,rozc.",3,5
347747,Ježovická,Kvasinská,3,430
347856,Ježovická,Pošta Újezd nad Lesy,3,416
347964,"Jihlava,aut.nádr.","Jihlava,poliklinika",3,5
347965,"Jihlava,poliklinika","Dvorce,rozc.",3,5
347966,"Jilemnice,Hrabačov,křiž.","Benecko,Dolní Štěpanice,u mostu",3,11
347970,"Jilemnice,Hrabačov,křiž.","Jilemnice,aut.nádr.",3,6
347973,"Jilemnice,aut.nádr.","Jilemnice,Hrabačov,křiž.",3,11
347977,"Jilemnice,aut.nádr.","Mříčná,křiž.",3,11
347981,Jilemnická,Bakovská,3,176
348024,Jilemnická,Pod Nouzovem,3,166
348064,Jimlín,Louny předměstí,2,98
348085,Jimlín,Opočno u Loun,2,98
348108,Jince,Bratkovice,2,110
348131,Jince,Rejkovice,2,110
348154,"Jince,Mlýn","Jince,Nám.",3,114
348180,"Jince,Mlýn","Jince,Rejkovice,žel.st.",3,119
348207,"Jince,Nám.","Jince,Mlýn",3,119
348234,"Jince,Nám.","Jince,Plešivec",3,50
348244,"Jince,Nám.","Jince,Sokolovna",3,182
348283,"Jince,Plešivec","Běštín,transformátor",3,50
348293,"Jince,Plešivec","Jince,Nám.",3,60
348305,"Jince,Rejkovice,lopatárna","Jince,Rejkovice,žel.st.",3,5
348306,"Jince,Rejkovice,lopatárna","Lochovice,papírna I",3,5
348307,"Jince,Rejkovice,žel.st.",Felbabka,3,114
348333,"Jince,Rejkovice,žel.st.","Jince,Mlýn",3,114
348359,"Jince,Rejkovice,žel.st.","Jince,Rejkovice,lopatárna",3,5
348360,"Jince,Sokolovna","Jince,Nám.",3,162
348395,"Jince,Sokolovna","Jince,Žel.st.",3,127
348423,"Jince,Žel.st.","Jince,Sokolovna",3,122
348450,"Jince,Žel.st.","Čenkov,U Kříže",3,127
348478,"Jindřichův Hradec,Děbolín","Jindřichův Hradec,aut.nádr.",3,24
348484,"Jindřichův Hradec,Děbolín","Kardašova Řečice,nám.",3,24
348490,"Jindřichův Hradec,aut.nádr.","Jindřichův Hradec,Děbolín",3,24
348496,Jindřišská,Hlavní nádraží,0,4573
349577,Jindřišská,Masarykovo nádraží,0,3875
350551,Jindřišská,Václavské náměstí,0,8350
352580,Jinolice,Libuň,2,2
352581,Jinolice,Železnice,2,2
352582,Jinonice,Nové Butovice,1,1747
353059,Jinonice,Radlická,1,1731
353526,Jinonice,Sídliště Jinonice,3,410
353627,Jinonice,U Trezorky,3,208
353665,Jinonice,Vidoule,3,526
353794,Jinonická,U Měchurky,3,347
353886,Jinočany,Rudná u Prahy,2,227
353928,Jinočany,Zbuzany,2,227
353970,"Jinočany,Hlavní","Jinočany,náměstí",3,208
354024,"Jinočany,Hlavní","Zbuzany,Nádraží",3,199
354078,"Jinočany,nádraží",Dobříč,3,155
354114,"Jinočany,nádraží","Jinočany,náměstí",3,170
354153,"Jinočany,náměstí","Jinočany,Hlavní",3,199
354207,"Jinočany,náměstí","Jinočany,nádraží",3,155
354243,"Jinočany,náměstí","Jinočany,Žižkova",3,180
354284,"Jinočany,Žižkova",Chrášťany,3,180
354325,"Jinočany,Žižkova","Jinočany,náměstí",3,155
354361,Jirny,"Jirny,Kulturní dům",3,70
354375,Jirny,"Jirny,Luční",3,304
354442,Jirny,"Jirny,Zámek",3,254
354500,Jirny,"Zeleneč,Mstětice",3,5
354501,"Jirny,DHL","Jirny,Logistický park",3,160
354533,"Jirny,DHL","Jirny,Rozc.",3,111
354556,"Jirny,Kulturní dům",Jirny,3,70
354570,"Jirny,Kulturní dům","Nehvizdy,Na Bulánce",3,65
354583,"Jirny,Logistický park","Jirny,DHL",3,212
354626,"Jirny,Logistický park","Jirny,Rozc.",3,183
354679,"Jirny,Logistický park",Sychrov,3,369
354775,"Jirny,Luční",Jirny,3,329
354848,"Jirny,Luční","Jirny,Nové Jirny,I",3,304
354915,"Jirny,Nové Jirny,I","Jirny,Luční",3,329
354988,"Jirny,Nové Jirny,I","Jirny,Nové Jirny,II",3,304
355055,"Jirny,Nové Jirny,II","Horoušany,Horoušánky,U Tří svatých",3,249
355111,"Jirny,Nové Jirny,II","Jirny,Nové Jirny,I",3,329
355184,"Jirny,Rozc.","Jirny,DHL",3,90
355202,"Jirny,Rozc.","Jirny,Logistický park",3,209
355266,"Jirny,Rozc.","Nehvizdy,Na Bulánce",3,294
355342,"Jirny,Zámek",Jirny,3,224
355393,"Jirny,Zámek","Jirny,Kulturní dům",3,5
355394,"Jirny,Zámek","Šestajovice,U Školy",3,254
355452,Jiráskova čtvrť,Kyje,3,793
355647,Jiráskova čtvrť,Kyjský hřbitov,3,28
355651,Jiráskova čtvrť,Pávovské náměstí,3,838
355852,Jiráskovo náměstí,Arbesovo náměstí,3,778
356040,Jiráskovo náměstí,Karlovo náměstí,3,717
356217,Jiráskovo náměstí,Myslíkova,0,1833
356643,Jiráskovo náměstí,Myslíkova,3,133
356664,Jiráskovo náměstí,Národní divadlo,0,2400
357299,Jiráskovo náměstí,Palackého náměstí (nábřeží),0,1654
357783,Jiráskovo náměstí,Zborovská,0,2530
358322,Jiráskovo náměstí,Štěpánská,3,56
358334,Jirčanská,Libuš,3,1013
358575,Jirčanská,Pavlíkova,3,755
358762,Jirčanská,Sídliště Libuš,3,641
358927,Jirčanská,U Libušské sokolovny,3,753
359114,Jistebnice,"Jistebnice,Zvěstonín",3,15
359117,Jistebnice,"Jistebnice,Žofín",3,15
359120,"Jistebnice,Hodkov","Jistebnice,Zvěstonín",3,15
359123,"Jistebnice,Hodkov","Nadějkov,Petříkovice",3,15
359126,"Jistebnice,Makov,Pazderna","Jistebnice,Tisová rozc.1.0",3,15
359129,"Jistebnice,Makov,Pazderna","Jistebnice,Vlásenice",3,15
359132,"Jistebnice,Tisová rozc.1.0","Jistebnice,Makov,Pazderna",3,15
359135,"Jistebnice,Tisová rozc.1.0","Jistebnice,Žofín",3,15
